Area,BonusMalus,DrivAge,VehAge,VehBrand,VehPower,ClaimNb,Exposure
D,50,49,4,B4,5,0,1
D,62,41,14,B4,6,0,0.23
E,64,62,12,B1,8,0,0.5
D,90,24,10,B5,6,0,0.23
C,50,40,0,B1,7,0,0.6
D,72,41,3,B12,6,0,0.29
D,50,27,8,B2,6,0,1
D,54,41,8,B3,5,0,0.55
D,50,63,9,B1,9,0,1
D,50,58,17,B4,6,0,0.08
D,72,68,0,B12,4,0,0.03
D,65,28,18,B2,4,0,0.39
A,50,57,6,B12,4,0,0.12
D,50,39,1,B1,6,0,1
C,61,28,2,B1,10,0,0.02
D,50,53,9,B1,6,0,0.97
C,80,33,10,B5,5,0,0.1
D,50,39,7,B1,6,0,0.16
D,50,60,7,B2,6,0,0.9
E,50,57,1,B12,10,0,0.79
E,72,28,0,B12,5,1,0.04
E,78,60,7,B1,4,0,0.08
B,50,44,0,B12,12,1,0.22
C,50,54,3,B3,5,0,0.07
E,50,48,3,B6,4,0,0.08
D,76,28,1,B12,7,0,0.78
D,100,27,10,B2,6,0,0.62
C,72,47,1,B12,7,0,0.2
E,50,50,2,B12,5,0,0.04
E,68,32,5,B12,6,0,0.2
D,112,32,1,B2,5,0,0.28
B,50,54,2,B12,5,0,0.96
C,50,71,0,B12,8,0,0.29
D,72,31,19,B5,4,0,0.07
E,50,40,5,B6,4,0,0.07
E,59,34,7,B5,5,0,0.44
D,54,20,3,B2,6,0,0.23
E,85,39,14,B5,7,0,0.5
C,57,31,2,B12,7,0,0.18
D,72,31,2,B12,4,0,0.37
C,64,34,9,B4,8,0,0.08
A,85,21,6,B3,5,0,1
C,76,40,9,B4,15,0,0.41
C,50,58,2,B12,8,0,0.21
D,76,28,3,B5,5,0,0.5
C,51,30,4,B1,5,0,1
E,64,29,10,B1,9,0,0.08
E,50,32,13,B2,4,0,0.08
C,57,30,7,B3,5,0,0.06
E,62,46,16,B2,4,0,0.62
C,54,53,2,B12,7,0,0.74
C,50,64,2,B1,6,0,0.08
C,60,35,11,B1,7,0,0.07
D,62,58,13,B2,5,0,1
D,50,47,0,B12,6,0,0.83
E,50,51,7,B4,7,0,0.08
E,50,63,0,B12,4,0,0.03
C,80,30,4,B2,4,0,0.02
E,72,28,19,B12,6,0,0.49
C,85,33,9,B12,7,0,0.67
A,90,27,8,B5,5,0,0.00821917808219178
C,50,65,4,B3,6,0,0.08
E,68,29,4,B12,4,0,0.12
E,95,30,12,B4,4,0,0.08
E,50,46,1,B6,6,0,0.08
E,100,35,11,B1,6,0,0.08
D,90,26,3,B2,5,0,0.26
D,50,39,6,B5,5,0,1
E,76,30,7,B12,4,0,0.26
D,54,33,10,B1,6,0,0.07
B,68,34,8,B3,7,0,0.78
E,50,51,5,B12,6,0,0.04
D,72,26,1,B12,4,0,0.28
E,50,33,15,B6,8,0,0.08
C,80,24,13,B5,4,0,0.52
E,69,70,3,B1,6,0,1
C,76,46,6,B3,6,1,1
D,50,51,5,B2,4,0,1
C,50,56,1,B12,5,0,0.74
D,125,41,11,B1,6,0,0.33
C,50,53,7,B2,7,0,0.13
C,80,32,5,B1,5,0,0.39
C,50,35,8,B1,6,0,1
E,64,33,2,B12,4,0,0.77
E,72,60,13,B2,5,0,0.04
E,50,51,1,B12,7,0,0.56
E,68,28,1,B12,7,0,0.29
D,50,43,6,B5,6,0,0.00273972602739726
E,72,44,10,B3,6,0,0.08
E,69,43,1,B2,6,0,0.08
E,51,32,1,B12,4,0,0.28
E,80,25,0,B12,4,0,0.2
C,50,52,2,B12,4,0,0.72
D,50,57,3,B4,7,0,0.44
E,50,59,1,B12,5,0,0.15
D,75,30,2,B2,5,0,0.12
C,76,60,8,B1,7,0,1
C,100,26,4,B3,4,0,0.87
D,62,37,13,B2,7,0,0.24
E,90,27,10,B2,7,0,0.08
D,76,30,18,B5,4,0,0.32
D,85,25,2,B12,12,0,0.1
C,50,45,0,B2,5,0,1
D,57,38,10,B1,10,0,0.96
E,90,42,12,B2,6,0,0.24
E,50,34,4,B2,6,0,1
C,57,53,7,B2,7,1,0.86
C,50,52,1,B12,4,0,0.36
B,60,51,14,B1,6,2,1
E,50,39,1,B12,4,0,0.38
C,68,35,7,B2,7,0,0.85
D,64,27,2,B3,7,0,0.13
D,60,33,15,B2,4,0,0.28
D,72,26,4,B12,6,0,0.28
D,64,43,2,B12,5,0,0.71
C,50,51,2,B1,7,0,0.07
E,50,53,4,B2,7,0,0.08
E,76,39,0,B12,11,0,0.18
D,85,31,8,B1,4,0,1
D,54,50,1,B12,7,1,0.8
E,50,47,1,B12,8,0,0.36
C,50,68,1,B12,4,0,0.02
C,57,41,1,B12,4,0,0.53
D,62,41,4,B2,6,1,1
C,50,49,14,B2,4,0,0.25
D,95,33,2,B12,4,0,0.03
B,50,53,13,B1,4,0,1
D,100,30,5,B3,5,0,0.02
E,72,29,2,B12,4,0,0.63
D,95,35,17,B3,5,0,0.19
C,50,71,1,B12,5,0,0.7
E,57,36,2,B12,4,0,0.83
C,100,20,17,B3,7,1,0.36
E,50,40,1,B12,6,0,0.35
D,51,32,8,B2,4,0,0.59
D,85,28,2,B5,6,0,0.08
C,72,25,13,B1,6,0,0.09
C,50,34,1,B2,5,0,0.22
D,50,42,5,B4,6,0,1
D,50,42,9,B1,5,0,0.04
E,60,49,15,B3,5,0,0.08
C,50,51,13,B12,10,0,1
E,100,31,1,B12,4,0,0.35
D,50,76,2,B12,6,0,0.03
E,57,42,2,B12,9,0,0.7
C,50,38,0,B12,7,0,0.07
D,90,31,9,B5,5,0,0.42
D,95,30,2,B12,4,0,0.46
B,50,37,5,B2,8,0,1.13
D,76,24,4,B2,5,0,0.00547945205479452
D,100,20,0,B12,7,0,0.1
B,50,35,5,B12,7,0,0.25
E,118,31,1,B12,5,0,0.34
D,90,24,17,B2,4,0,1
D,50,58,1,B12,5,0,0.02
C,50,48,10,B12,7,1,0.71
E,50,41,11,B3,5,0,1
E,100,23,0,B12,4,0,0.14
D,50,65,4,B12,7,0,0.28
D,50,48,5,B12,4,0,0.96
C,53,35,13,B1,4,0,1
C,68,33,16,B1,6,0,1
E,90,26,1,B1,4,0,0.11
D,60,27,3,B3,7,0,0.28
C,50,51,19,B1,7,0,0.51
D,80,35,2,B12,7,0,0.53
D,50,40,6,B2,5,0,1
B,50,52,0,B12,11,0,0.04
D,90,22,9,B4,7,0,0.71
D,50,74,3,B12,4,0,0.07
D,50,45,6,B3,6,0,0.24
A,50,37,3,B4,9,0,0.16
D,68,38,10,B4,4,0,0.07
D,64,38,1,B12,4,0,0.29
D,54,37,2,B12,9,0,0.36
A,50,48,5,B1,6,0,1
D,50,29,1,B4,5,0,0.11
B,50,54,1,B12,12,0,0.04
E,79,41,1,B12,12,0,0.33
C,85,30,12,B4,6,0,0.64
D,100,58,14,B5,8,0,0.01
D,50,43,0,B12,4,0,0.04
D,50,48,1,B12,4,0,0.63
C,90,47,6,B1,6,0,0.08
E,50,48,1,B3,5,0,0.08
C,76,26,9,B1,5,0,0.71
B,55,39,4,B2,5,0,1
E,125,33,0,B12,4,0,0.07
C,61,29,0,B1,10,0,0.07
C,50,41,8,B2,7,0,0.5
D,50,45,5,B4,5,0,0.1
D,50,51,0,B12,4,0,0.23
E,50,41,10,B3,6,0,0.46
D,50,40,13,B2,6,0,0.72
D,50,35,15,B1,7,0,0.84
D,50,61,0,B2,6,0,0.03
C,85,28,6,B5,6,0,0.04
D,64,31,3,B4,4,0,1
D,50,68,0,B2,4,0,0.86
D,50,38,10,B5,5,0,1
D,50,46,6,B12,4,0,0.74
C,50,62,3,B2,4,0,0.67
B,50,42,8,B4,4,0,1
D,100,23,13,B2,5,0,1.01
D,50,39,0,B12,7,0,0.08
C,50,35,6,B12,7,0,0.07
E,64,40,0,B12,6,0,0.14
C,80,40,7,B2,6,0,0.52
B,60,30,9,B5,11,1,0.21
C,118,26,15,B1,5,0,0.78
C,64,33,6,B4,5,0,0.91
E,60,31,13,B3,7,0,0.75
E,50,56,3,B2,6,0,0.6
D,80,28,1,B12,7,0,0.61
C,76,27,1,B2,5,0,0.16
D,106,78,9,B1,6,0,1
D,64,31,2,B12,7,0,0.46
E,50,44,2,B12,6,0,0.45
B,51,33,3,B12,7,0,0.43
C,72,34,13,B1,9,0,0.34
D,50,62,0,B12,4,0,0.66
D,60,32,10,B2,5,0,0.28
D,50,54,4,B2,5,0,0.12
E,50,46,11,B1,5,0,0.08
C,76,26,5,B12,7,0,0.96
E,90,29,2,B3,5,0,0.5
E,90,60,1,B12,7,0,0.43
D,50,60,5,B12,6,1,0.53
C,50,52,3,B12,7,0,0.46
D,100,19,15,B2,6,0,0.03
C,50,48,2,B2,7,0,0.29
D,100,58,14,B1,5,1,0.53
E,50,55,5,B12,4,0,0.54
D,76,31,10,B6,4,0,0.74
C,54,29,14,B2,7,0,0.08
D,76,28,1,B3,4,0,0.06
D,106,26,2,B1,7,0,0.57
D,100,21,11,B3,5,0,0.08
E,78,33,0,B12,4,0,0.33
D,64,35,4,B3,7,0,0.05
D,100,28,9,B12,8,0,0.12
C,125,23,1,B3,4,0,0.16
D,64,47,2,B12,7,0,0.05
D,50,45,1,B1,4,0,0.08
D,60,29,11,B1,7,0,0.07
D,50,37,15,B1,6,0,1
D,75,40,6,B3,7,0,0.11
E,68,33,2,B12,6,0,0.21
D,72,27,2,B2,4,0,1
C,50,46,11,B3,14,0,1
C,50,38,13,B5,7,0,0.08
D,85,33,7,B2,7,0,0.74
E,54,47,0,B12,4,0,0.83
C,64,34,9,B4,8,0,0.27
D,76,32,0,B5,5,0,0.06
B,50,61,3,B12,4,0,0.73
D,76,44,15,B2,7,0,0.74
C,50,64,2,B1,6,0,0.08
E,80,29,0,B12,7,0,0.05
D,68,33,3,B1,7,0,0.52
D,50,45,7,B5,5,0,0.49
C,50,42,4,B12,7,0,0.74
D,90,23,14,B2,4,0,1
D,50,83,3,B1,4,0,0.4
C,68,62,3,B1,5,0,1
D,72,32,5,B5,6,0,0.06
E,64,29,17,B1,5,0,0.08
C,50,44,11,B2,5,0,0.31
C,64,28,4,B5,6,0,1
E,68,31,15,B1,7,0,0.08
D,50,44,16,B2,7,0,0.31
D,80,25,10,B12,7,1,0.79
C,72,31,8,B12,7,0,0.38
E,50,44,2,B12,5,0,0.87
E,50,50,1,B1,5,0,0.37
C,76,27,1,B2,5,0,0.12
B,50,50,10,B1,4,0,1
C,54,31,10,B5,5,1,0.5
C,72,30,10,B4,10,0,0.35
C,50,54,2,B12,7,0,0.14
D,52,41,7,B1,6,0,0.07
D,106,28,4,B2,6,0,0.17
E,54,34,3,B12,7,0,0.25
D,50,34,3,B3,5,0,1
D,50,56,0,B12,4,0,0.62
E,60,31,8,B2,6,0,0.08
D,55,62,9,B2,5,0,0.13
A,78,46,8,B2,6,0,1
D,50,22,5,B2,6,0,0.77
D,90,33,13,B2,6,0,0.65
D,50,51,12,B1,4,0,1
D,71,40,18,B2,6,1,0.08
E,50,40,3,B12,12,0,0.24
C,50,55,7,B3,5,0,1
E,100,29,3,B1,6,0,0.09
E,50,67,15,B1,7,0,0.07
C,85,29,5,B12,4,1,0.58
D,57,32,3,B2,5,0,0.08
D,85,27,1,B12,4,0,0.43
D,62,84,3,B2,5,1,0.69
A,78,48,10,B2,6,0,0.53
E,106,39,15,B12,6,0,0.12
D,95,29,10,B4,4,0,0.63
E,89,24,1,B12,7,0,0.59
C,50,40,4,B1,7,0,0.42
E,50,61,6,B1,8,0,0.08
D,50,85,7,B2,4,0,0.5
E,51,31,0,B12,4,0,0.61
D,50,56,3,B1,7,0,0.9
D,50,37,8,B3,5,0,0.05
D,118,34,0,B12,6,0,0.08
D,50,55,13,B1,6,0,0.25
D,95,34,14,B2,7,0,0.28
D,95,29,11,B1,4,0,0.49
D,50,53,7,B2,6,0,1
E,64,31,8,B1,5,0,0.49
D,62,63,2,B2,6,0,1
C,80,33,15,B1,6,0,0.06
D,50,39,8,B12,9,0,0.02
B,50,32,17,B1,8,0,0.66
C,50,34,5,B4,5,0,0.24
E,64,28,16,B1,5,0,0.08
B,50,57,14,B1,7,0,1
C,54,31,4,B3,4,0,0.08
A,71,33,10,B4,6,1,0.22
D,90,30,9,B5,5,0,0.08
D,100,25,19,B5,6,0,0.41
D,50,55,0,B1,7,0,0.57
E,54,33,8,B1,5,0,0.08
D,72,37,5,B5,5,0,0.02
D,100,26,15,B1,6,0,0.13
D,68,27,3,B12,4,0,0.63
B,125,20,15,B2,4,0,0.15
D,50,57,10,B1,5,0,1
E,50,43,6,B1,7,0,0.87
C,50,55,1,B1,6,0,1
E,50,63,7,B2,7,0,0.49
C,50,45,1,B3,8,0,0.49
D,72,26,2,B12,7,0,0.73
D,54,40,1,B12,12,0,0.83
C,58,51,6,B4,4,0,0.41
E,72,27,0,B12,7,0,0.02
D,52,51,1,B1,6,0,1
A,80,24,2,B5,5,0,0.14
D,50,81,2,B12,4,0,0.09
E,76,62,3,B1,7,0,0.27
E,50,43,0,B12,9,1,0.22
D,51,36,8,B1,6,0,0.36
A,50,51,5,B1,4,0,0.07
D,90,26,6,B1,5,0,0.35
E,72,37,11,B2,6,0,1
D,64,67,2,B12,4,0,0.12
C,50,73,4,B12,7,0,0.54
E,52,56,2,B3,10,0,1
D,85,23,3,B3,4,0,0.37
D,85,31,15,B1,6,0,0.03
D,57,35,9,B2,6,0,0.75
D,52,55,2,B12,8,0,0.74
C,50,49,19,B5,9,0,0.12
D,50,46,1,B1,7,0,1
D,50,53,11,B1,4,0,1
C,50,51,5,B2,7,0,0.95
D,85,28,0,B12,4,0,0.58
D,50,31,7,B1,7,1,1
C,95,47,15,B5,5,0,0.08
C,72,30,1,B12,7,0,0.01
D,50,46,5,B12,4,0,0.04
C,60,30,1,B6,7,0,0.31
E,68,32,12,B1,7,0,0.08
C,50,46,1,B2,5,0,0.07
E,64,33,2,B12,7,0,0.7
D,64,41,8,B2,5,0,0.07
E,50,44,3,B5,6,0,0.08
E,54,38,10,B5,5,0,0.2
D,68,30,5,B6,7,0,0.49
D,50,36,4,B4,7,0,0.15
D,50,46,0,B12,4,0,0.74
E,50,53,0,B5,6,0,0.71
A,50,31,4,B3,6,0,0.67
E,50,43,3,B12,8,0,0.45
E,76,29,8,B1,6,0,0.28
C,80,23,3,B3,4,0,0.91
E,90,24,2,B12,4,0,0.29
C,68,44,13,B2,5,0,0.08
B,50,62,6,B2,6,0,1
D,50,78,4,B12,4,0,0.78
D,76,24,4,B2,6,0,0.12
C,50,52,15,B1,4,0,0.52
C,50,37,0,B12,4,0,0.00819672131147541
C,60,39,2,B12,7,0,0.39
D,56,49,3,B1,6,0,0.51
E,50,40,5,B12,14,0,1
E,64,32,3,B1,6,0,0.5
E,80,38,4,B2,4,0,0.91
E,50,56,5,B1,5,0,1
E,58,59,11,B6,4,0,0.92
D,50,66,2,B3,5,0,0.75
D,85,28,22,B2,7,0,0.08
B,58,33,7,B6,8,0,0.16
C,50,40,3,B12,7,0,0.52
C,72,26,15,B1,7,0,0.69
B,50,72,11,B4,5,0,1
D,85,23,1,B12,6,0,0.87
D,55,40,6,B1,6,0,0.08
E,57,72,16,B1,4,0,0.49
E,80,22,9,B3,5,0,0.19
D,62,40,3,B2,6,0,1
D,68,56,2,B12,4,0,0.51
C,50,41,12,B3,6,0,0.24
D,50,37,13,B3,10,0,1
C,80,27,6,B2,7,0,0.37
D,50,65,4,B4,6,0,0.08
C,59,39,3,B1,6,0,0.08
E,50,66,10,B5,6,0,0.54
C,60,35,2,B12,7,0,0.01
E,50,45,15,B1,5,0,0.08
E,100,28,3,B6,7,0,0.27
D,76,27,10,B12,7,0,0.2
D,100,23,7,B4,4,0,0.03
D,76,37,15,B6,4,0,0.14
D,95,20,14,B1,6,0,0.11
E,100,37,4,B12,4,0,0.09
D,63,36,7,B2,4,0,0.32
E,100,26,3,B12,7,1,0.32
E,50,35,8,B6,7,0,0.62
D,50,50,2,B12,4,0,0.87
E,100,55,2,B12,5,0,0.05
C,60,36,1,B12,4,0,0.74
E,50,46,0,B12,12,0,0.17
B,51,28,5,B1,5,0,0.77
B,50,74,7,B12,5,0,0.62
C,62,32,2,B1,7,0,1
A,76,79,4,B2,6,0,0.69
D,80,29,15,B2,5,0,0.76
D,64,33,13,B2,5,0,0.24
D,50,45,5,B12,4,0,0.21
D,58,52,2,B12,5,0,0.63
C,76,47,7,B3,6,0,1
C,50,37,12,B5,7,0,0.08
D,54,49,14,B1,9,0,1
E,75,35,0,B1,5,0,0.08
E,68,27,1,B12,7,0,0.09
D,125,33,12,B1,4,2,0.75
D,54,43,1,B12,6,0,0.31
D,50,62,7,B6,7,0,0.08
C,80,27,7,B12,7,1,0.08
D,95,53,14,B1,6,0,0.5
C,50,41,6,B2,6,0,0.97
C,50,49,8,B3,5,0,1
D,50,53,7,B2,6,0,0.68
D,76,26,10,B2,7,0,0.51
D,72,34,5,B2,6,0,1
D,50,47,8,B4,5,0,0.08
E,72,26,3,B12,7,0,0.2
D,55,45,2,B12,11,0,0.16
B,50,49,4,B3,6,0,0.87
D,95,35,13,B4,5,0,0.1
D,100,38,0,B12,4,0,0.09
D,50,43,9,B2,4,0,0.24
D,76,31,0,B12,4,0,0.03
B,50,42,1,B6,8,0,0.26
C,68,33,6,B4,5,0,0.05
C,64,63,14,B6,11,0,0.49
D,60,28,9,B3,7,0,0.07
D,80,46,13,B2,7,0,0.28
E,60,34,13,B3,4,0,0.08
C,57,40,12,B3,6,0,0.08
B,55,41,0,B12,8,0,0.03
D,50,46,0,B1,4,0,0.15
C,57,32,9,B6,6,0,0.71
E,50,59,8,B1,5,0,1
D,90,29,8,B3,7,0,0.12
D,100,28,5,B6,5,0,0.2
C,95,21,6,B4,4,0,0.09
E,57,32,9,B1,7,0,0.47
B,50,53,6,B1,5,0,0.02
D,51,34,0,B12,7,0,0.58
C,50,53,0,B12,8,0,0.59
C,76,50,17,B1,8,0,0.08
C,50,45,1,B12,8,0,0.53
C,50,49,2,B2,6,0,0.28
E,57,34,15,B2,4,0,0.43
E,50,52,4,B6,5,0,0.49
C,100,38,1,B12,7,0,0.22
D,72,27,3,B12,7,0,0.04
D,50,73,2,B12,4,0,0.32
C,50,40,2,B12,7,0,0.28
D,50,37,1,B4,4,0,1
E,50,33,3,B1,4,0,0.11
D,50,50,2,B1,5,0,0.41
D,90,27,14,B5,10,0,0.08
D,50,50,7,B3,6,0,0.08
D,100,33,2,B12,7,0,0.64
C,50,74,5,B2,4,0,0.01
B,50,49,1,B1,6,0,0.4
D,50,39,8,B5,5,0,0.49
D,50,36,7,B1,6,0,0.81
C,50,49,9,B2,5,0,0.5
D,80,24,0,B12,4,0,0.07
E,50,34,0,B12,4,1,0.74
C,50,47,7,B1,8,0,0.67
C,72,31,6,B1,5,0,0.62
C,100,21,8,B4,5,0,0.16
C,53,64,3,B2,6,0,0.97
D,72,42,10,B1,7,0,0.5
C,68,29,4,B3,6,0,0.74
C,50,46,7,B1,6,0,0.5
D,50,47,22,B6,11,0,1
D,50,45,1,B12,4,0,0.53
D,68,28,17,B3,6,0,0.08
C,50,27,1,B2,7,0,0.84
D,95,28,10,B2,6,0,0.03
D,90,48,6,B4,4,0,1
E,100,19,9,B1,5,0,0.41
D,50,50,8,B2,7,0,0.52
D,50,76,2,B12,6,0,0.96
D,50,35,14,B1,6,0,0.46
E,50,41,10,B2,4,0,0.08
D,76,24,3,B12,7,0,0.46
E,100,19,6,B1,4,0,0.01
D,50,54,14,B2,7,0,1
C,80,32,5,B12,7,0,0.16
D,80,28,3,B12,6,0,0.29
C,80,29,4,B1,5,0,0.87
C,68,43,12,B2,5,0,0.58
D,57,32,0,B6,5,0,0.08
D,64,39,4,B1,4,0,0.16
E,50,81,12,B3,4,0,1
C,50,47,7,B1,8,0,1
C,50,58,5,B12,11,0,0.28
B,60,41,4,B2,7,0,0.04
D,50,38,17,B1,4,0,0.24
C,60,29,10,B1,6,0,0.28
C,100,33,6,B2,4,0,0.53
D,100,20,10,B2,6,0,0.68
D,60,35,10,B2,5,0,0.28
C,50,48,10,B3,7,0,0.25
C,50,55,15,B2,4,0,0.08
B,80,22,6,B3,5,0,0.07
D,64,35,1,B12,5,0,0.2
E,50,49,1,B4,4,0,0.07
C,50,37,8,B5,10,0,1
D,57,32,10,B2,4,0,0.08
E,90,35,0,B12,4,1,0.59
C,90,34,10,B1,7,0,0.35
E,68,39,2,B2,6,0,0.12
D,50,42,0,B5,7,0,0.44
D,60,31,9,B2,5,0,0.29
D,100,22,14,B1,4,0,0.79
D,50,44,12,B1,8,0,1
D,50,75,3,B12,5,0,0.28
E,50,43,0,B12,4,0,0.04
D,57,34,4,B12,6,0,0.00273224043715847
B,85,29,6,B1,6,0,0.16
D,85,32,15,B2,7,0,0.46
D,76,27,10,B5,5,0,0.07
E,50,40,3,B1,6,0,0.08
D,50,47,15,B2,7,2,0.5
E,95,41,1,B12,7,0,0.12
E,50,54,5,B1,5,0,0.08
D,50,83,14,B2,5,0,0.58
D,57,49,4,B12,7,0,0.55
D,100,22,3,B12,4,0,0.61
D,54,30,2,B12,7,0,0.04
D,50,45,2,B12,11,0,0.6
C,57,34,1,B12,7,0,0.17
D,60,32,2,B12,4,0,0.63
D,50,63,2,B12,7,0,0.28
B,100,19,9,B4,6,1,0.63
D,68,31,8,B1,5,0,0.69
D,50,48,15,B2,10,0,0.28
B,50,59,15,B1,4,0,1
E,50,39,4,B4,5,0,0.08
E,95,45,1,B12,5,1,0.12
D,50,32,4,B3,14,0,0.49
D,72,30,10,B1,5,0,0.31
D,50,36,3,B1,7,0,1
D,50,53,1,B2,5,0,0.08
D,50,56,3,B1,7,0,0.13
A,50,50,4,B1,4,0,0.41
C,50,53,2,B12,5,0,0.12
D,60,29,3,B1,7,0,0.17
B,57,36,8,B4,7,0,1
D,54,51,1,B12,4,0,0.00821917808219178
E,50,52,2,B12,4,0,0.8
D,72,29,4,B6,6,0,0.41
D,95,37,0,B12,10,0,0.07
D,106,38,5,B1,6,0,0.2
C,72,26,6,B1,6,0,0.28
C,50,54,15,B12,10,0,0.31
C,50,38,14,B1,7,0,0.00273972602739726
D,90,62,6,B1,5,0,0.71
D,64,43,22,B2,7,0,0.05
C,68,31,2,B6,6,0,0.08
D,68,23,13,B2,5,0,1
D,50,37,8,B3,5,0,0.46
E,95,40,0,B12,7,0,0.18
E,50,44,14,B2,5,0,0.5
E,95,32,6,B6,5,0,0.59
B,65,49,1,B2,6,1,0.99
C,72,38,7,B2,8,0,0.08
D,50,38,2,B12,4,0,0.29
E,72,33,2,B12,6,0,0.78
C,50,58,3,B12,12,0,0.87
E,62,34,0,B12,5,0,0.13
E,60,40,3,B12,5,0,0.08
D,72,30,13,B3,10,0,0.07
C,85,28,4,B12,4,0,0.41
D,50,84,6,B2,6,1,0.23
C,60,33,10,B3,7,0,0.54
E,50,67,1,B12,6,1,0.41
D,50,40,6,B3,6,0,0.03
D,54,38,3,B4,6,0,0.08
C,50,45,0,B2,5,0,0.08
E,68,57,10,B1,7,0,0.08
E,85,30,9,B2,5,0,0.08
D,72,40,15,B2,5,0,0.08
B,50,53,5,B2,4,0,1
D,50,46,3,B2,5,0,0.89
D,50,54,12,B1,9,0,0.02
D,50,77,9,B5,4,1,1
C,50,42,6,B6,4,0,0.08
E,54,40,8,B1,6,0,0.08
C,50,42,2,B1,7,0,0.08
B,65,27,3,B6,5,0,0.36
B,50,39,7,B2,4,0,1
E,50,40,9,B12,7,0,0.21
D,90,21,2,B2,5,0,0.27
E,50,59,13,B2,4,0,1
D,72,40,15,B2,5,0,0.08
C,80,25,6,B1,7,0,0.58
D,90,23,7,B2,6,0,0.94
E,50,48,1,B3,5,0,0.08
B,50,31,16,B1,8,0,0.89
D,76,27,7,B2,6,0,0.16
C,68,31,0,B12,7,0,0.25
D,54,28,10,B1,4,0,0.92
E,50,65,0,B2,5,0,0.08
E,50,56,0,B3,5,1,0.98
C,64,40,2,B1,7,0,0.53
D,57,54,3,B2,8,0,0.79
D,95,20,18,B3,6,0,0.02
E,50,48,1,B12,7,0,0.91
D,55,36,0,B4,9,1,0.68
C,112,24,3,B2,5,0,0.33
C,50,41,2,B3,11,0,1
A,50,51,1,B3,7,0,0.2
D,57,50,1,B12,7,0,0.2
C,60,34,0,B12,8,0,0.23
D,95,34,11,B1,9,0,0.48
C,50,48,10,B12,10,1,0.01
D,50,58,15,B3,6,0,0.5
C,68,27,4,B3,5,0,0.04
E,50,52,10,B12,6,0,0.45
C,118,34,9,B2,6,1,1
B,55,63,3,B1,6,1,1
D,50,44,0,B12,4,0,0.04
E,55,34,15,B2,4,0,0.07
D,51,35,3,B6,6,0,0.08
E,50,39,4,B4,5,0,0.08
D,50,45,2,B12,4,0,0.96
D,85,51,3,B1,7,0,0.03
B,50,51,9,B1,6,0,1
D,57,42,4,B2,7,0,0.18
D,57,36,15,B12,10,0,0.2
E,50,65,0,B12,4,0,0.04
D,63,33,12,B6,7,0,0.75
E,90,22,6,B3,7,0,0.36
B,50,49,4,B3,5,0,1
D,50,51,8,B1,9,0,0.66
D,50,54,10,B4,4,0,0.8
B,50,49,2,B12,4,0,0.71
C,50,35,17,B2,7,0,0.96
B,55,41,1,B12,10,0,0.78
C,57,32,6,B1,5,0,0.03
E,51,41,0,B12,7,0,0.04
D,85,29,16,B5,10,0,0.07
C,72,34,6,B2,7,0,0.85
E,60,33,1,B12,4,0,0.03
D,50,44,7,B3,5,0,0.48
D,80,59,1,B2,6,0,0.16
E,60,33,1,B3,5,0,0.34
D,50,36,5,B12,9,0,0.05
C,57,30,3,B3,4,0,0.08
C,60,34,2,B12,7,0,0.4
D,51,37,2,B12,8,0,0.53
D,90,30,3,B4,6,0,0.51
D,50,43,3,B5,5,0,0.09
D,50,44,14,B3,5,0,0.31
E,54,30,0,B12,6,0,0.89
D,73,28,0,B12,8,0,0.07
D,76,36,9,B2,5,0,0.22
C,50,41,5,B6,4,0,0.08
E,100,25,2,B12,7,0,0.14
C,80,28,1,B12,7,0,0.7
C,50,53,0,B12,8,0,0.06
B,80,28,10,B1,4,0,0.46
D,50,38,3,B12,8,0,0.09
D,50,50,0,B12,4,0,0.07
E,50,54,0,B12,5,0,0.03
C,95,37,13,B6,7,0,0.25
D,50,51,8,B3,6,0,0.08
D,95,51,9,B5,5,0,0.61
E,50,68,5,B12,4,0,0.45
D,57,37,2,B12,7,0,0.15
C,60,36,3,B12,7,0,0.33
C,50,56,1,B12,7,0,0.78
D,55,47,10,B1,6,0,1
C,50,58,8,B4,4,0,0.23
D,50,43,4,B12,4,0,0.28
D,50,50,2,B12,5,0,0.01
D,50,82,14,B1,4,0,1
D,50,56,1,B2,4,0,0.08
D,100,31,3,B12,7,0,0.18
D,80,29,0,B12,4,0,0.35
C,50,39,3,B1,5,0,0.8
C,80,29,5,B2,4,0,0.79
C,50,54,1,B12,7,0,0.78
C,57,29,2,B12,4,0,0.04
E,50,47,12,B2,4,1,0.57
A,76,56,13,B1,7,0,0.75
C,50,44,0,B12,4,0,0.81
D,50,34,12,B1,6,0,1
E,50,42,4,B1,6,0,1
D,50,41,2,B2,6,0,0.1
E,93,74,3,B12,4,0,0.26
D,54,32,10,B3,6,0,0.55
E,50,52,10,B12,4,0,0.02
D,57,33,15,B2,4,0,0.71
E,100,25,15,B1,7,0,0.12
D,50,51,10,B2,6,0,0.75
E,100,44,15,B1,4,0,0.17
D,57,69,1,B12,4,0,0.03
E,51,39,7,B12,7,0,0.08
D,71,31,4,B3,5,0,0.41
D,90,41,11,B1,6,0,0.66
D,100,28,0,B12,4,0,0.45
E,63,53,0,B2,8,0,0.08
E,80,26,10,B2,6,0,0.07
B,76,24,9,B12,7,0,0.29
D,76,33,9,B2,7,0,1.01
E,55,50,1,B2,4,0,0.08
